Course Title,Credits,Prerequisites,Concurrent Enrollment,Major
ASTD 5980 - Graduate Reading Course,Credit(s): 1-3 Credits,NaN,NaN,American Studies (ASTD)
ASTD 5990 - Thesis Research,Credit(s): 0-6 Credits (Repeatable for credit),NaN,NaN,American Studies (ASTD)
ASTD 6015 - Many Midwests: Race and Citizenship in the Heartland,Credit(s): 3 Credits,NaN,NaN,American Studies (ASTD)
ASTD 6020 - American Political Thought,Credit(s): 3 Credits,NaN,NaN,American Studies (ASTD)
ASTD 6100 - Dissertation Colloquium,Credit(s): 3 Credits,NaN,NaN,American Studies (ASTD)
ASTD 6200 - Visual Culture Theory,Credit(s): 3 Credits,NaN,NaN,American Studies (ASTD)
ASTD 6250 - The Cultural Studies Movement: Origins and Contemporary Practice,Credit(s): 3 Credits,NaN,NaN,American Studies (ASTD)
ASTD 6400 - Transnational America,Credit(s): 3 Credits,NaN,NaN,American Studies (ASTD)
ASTD 6500 - Visions of U.S. Empire,Credit(s): 3 Credits,NaN,NaN,American Studies (ASTD)
"ASTD 6650 - Civil Rights, Activism, and Cultural Memory",Credit(s): 3 Credits,NaN,NaN,American Studies (ASTD)
"ASTD 6700 - Cold War Cultural Politics and the ""American Century""",Credit(s): 3 Credits,NaN,NaN,American Studies (ASTD)
ASTD 6800 - American Food & Culture,Credit(s): 3 Credits,NaN,NaN,American Studies (ASTD)
ASTD 6910 - Graduate Internship,Credit(s): 1-6 Credits (Repeatable for credit),NaN,NaN,American Studies (ASTD)
ASTD 6930 - Special Topics,Credit(s): 3 Credits (Repeatable for credit),NaN,NaN,American Studies (ASTD)
ASTD 6980 - Graduate Reading Course,Credit(s): 1-3 Credits (Repeatable for credit),NaN,NaN,American Studies (ASTD)
ASTD 6990 - Dissertation Research,Credit(s): 0-9 Credits (Repeatable for credit),NaN,NaN,American Studies (ASTD)
ANAT 1000 - Basic Human Anatomy,Credit(s): 3 Credits,NaN,NaN,Anatomy (ANAT)
ANAT 4000 - Human Gross Anatomy,Credit(s): 6 Credits,NaN,NaN,Anatomy (ANAT)
ANAT 4300 - AHP Neurosciences,Credit(s): 4 Credits,NaN,NaN,Anatomy (ANAT)
ANAT 4980 - Advanced Independent Study,Credit(s): 1-4 Credits (Repeatable for credit),NaN,NaN,Anatomy (ANAT)
ANAT 5000 - Human Gross Anatomy,Credit(s): 8 Credits,NaN,NaN,Anatomy (ANAT)
ANAT 5050 - Human Gross Anatomy,Credit(s): 6 Credits,NaN,NaN,Anatomy (ANAT)
ANAT 5100 - Human Histology and Ultrastructure,Credit(s): 5 Credits,NaN,NaN,Anatomy (ANAT)
ANAT 5200 - Human Embryology,Credit(s): 2 Credits,NaN,NaN,Anatomy (ANAT)
ANAT 5300 - Human Systems Neurobiology,Credit(s): 5 Credits,NaN,NaN,Anatomy (ANAT)
ANAT 5400 - Human Systems Physiology,Credit(s): 4 Credits,NaN,NaN,Anatomy (ANAT)
ANAT 5440 - Basic Research Techniques,Credit(s): 2 Credits,NaN,NaN,Anatomy (ANAT)
ANAT 5500 - Advanced Dissections in Human Anatomy,Credit(s): 1-3 Credits,"ANAT 5000, ANAT 5100, ANAT 5200, ANAT 5300",NaN,Anatomy (ANAT)
ANAT 5750 - Intro to Anatomical Research,Credit(s): 1 Credit,NaN,NaN,Anatomy (ANAT)
ANAT 5950 - Special Study for Exams,Credit(s): 0 Credits (Repeatable for credit),NaN,NaN,Anatomy (ANAT)
ANAT 5960 - Master's Project,Credit(s): 0-4 Credits (Repeatable for credit),NaN,NaN,Anatomy (ANAT)
ANAT 5970 - Research Topics,Credit(s): 1-3 Credits,NaN,NaN,Anatomy (ANAT)
ANAT 5980 - Graduate Reading,Credit(s): 1-3 Credits,NaN,NaN,Anatomy (ANAT)
ANAT 5981 - Human Anat Independent Study,Credit(s): 1-4 Credits (Repeatable for credit),NaN,NaN,Anatomy (ANAT)
ANAT 5990 - Thesis Research,Credit(s): 0-6 Credits (Repeatable for credit),NaN,NaN,Anatomy (ANAT)
ANAT 6320 - Developmental Neurobiology,Credit(s): 2 Credits,ANAT 5300,NaN,Anatomy (ANAT)
ANAT 6670 - Visual Neuroscience,Credit(s): 2 Credits,ANAT 5300,NaN,Anatomy (ANAT)
ANAT 6890 - Anatomy & Neurobiology Seminar,Credit(s): 1 Credit,NaN,NaN,Anatomy (ANAT)
ANAT 6900 - Anatomy Journal Club,Credit(s): 1 Credit,NaN,NaN,Anatomy (ANAT)
ANAT 6950 - Special Study for Exams,Credit(s): 0 Credits (Repeatable for credit),NaN,NaN,Anatomy (ANAT)
ANAT 6970 - Research Topics,Credit(s): 0-3 Credits (Repeatable for credit),NaN,NaN,Anatomy (ANAT)
ANAT 6980 - Graduate Reading Course,Credit(s): 0-3 Credits (Repeatable for credit),NaN,NaN,Anatomy (ANAT)
ANAT 6990 - Dissertation Research,Credit(s): 0-6 Credits (Repeatable for credit),NaN,NaN,Anatomy (ANAT)
AN 0302 - Anesthesiology Career Exploration,Credit(s): 1-2 Credits (Repeatable for credit),NaN,NaN,Anesthesiology (AN)
AN 0304 - Anesthesiology Career Exploration - Comprehensive Anesthesia Care,Credit(s): 1-4 Credits (Repeatable for credit),NaN,NaN,Anesthesiology (AN)
AN 0307 - Anesthesiology Career Exploration - Clinical Practices in Pain Management,Credit(s): 1-2 Credits,NaN,NaN,Anesthesiology (AN)
AN 0403 - General Anesthesiology,Credit(s): 2-12 Credits (Repeatable for credit),NaN,NaN,Anesthesiology (AN)
AN 0404 - Pediatric Anesthesiology,Credit(s): 2-12 Credits,NaN,NaN,Anesthesiology (AN)
AN 0407 - Anesthesia Critical Care,Credit(s): 2-12 Credits,NaN,NaN,Anesthesiology (AN)
AN 0408 - Regional Anesthesia,Credit(s): 1-4 Credits (Repeatable for credit),NaN,NaN,Anesthesiology (AN)
AN 0409 - Clinical Practices in Pain Management,Credit(s): 1-4 Credits,NaN,NaN,Anesthesiology (AN)
AN 0901 - Anesthesiology Direct Patient Care,Credit(s): 1-12 Credits (Repeatable for credit),NaN,NaN,Anesthesiology (AN)
AN 0903 - Anesthesiology Research,Credit(s): 1-12 Credits (Repeatable for credit),NaN,NaN,Anesthesiology (AN)
ANTH 1200 - Introduction to Anthropology,Credit(s): 3 Credits,NaN,NaN,Anthropology (ANTH)
"ANTH 1210 - Humans Past, Present, and Future: Introduction to Anthropology",Credit(s): 3 Credits,NaN,NaN,Anthropology (ANTH)
ANTH 1930 - Special Topics,Credit(s): 1-3 Credits (Repeatable for credit),NaN,NaN,Anthropology (ANTH)
ANTH 2080 - Urban Issues: Poverty and Unemployment,Credit(s): 3 Credits,NaN,NaN,Anthropology (ANTH)
ANTH 2200 - Cultural Anthropology,Credit(s): 3 Credits,NaN,NaN,Anthropology (ANTH)
ANTH 2210 - Biological Anthropology,Credit(s): 3 Credits,NaN,NaN,Anthropology (ANTH)
ANTH 2215 - Biological Anthropology Lab,Credit(s): 1 Credit,ANTH 2210,Concurrent enrollment allowed.,Anthropology (ANTH)
ANTH 2240 - Archaeology,Credit(s): 3 Credits,NaN,NaN,Anthropology (ANTH)
ANTH 2400 - Linguistic Anthropology,Credit(s): 3 Credits,NaN,NaN,Anthropology (ANTH)
ANTH 2460 - Global Mental Health,Credit(s): 3 Credits,NaN,NaN,Anthropology (ANTH)
ANTH 2470 - Medical Anthropology,Credit(s): 3 Credits,NaN,NaN,Anthropology (ANTH)
ANTH 2930 - Special Topics,Credit(s): 1-3 Credits (Repeatable for credit),NaN,NaN,Anthropology (ANTH)
ANTH 2980 - Independent Study,Credit(s): 1 or 3 Credits (Repeatable for credit),NaN,NaN,Anthropology (ANTH)
ANTH 3200 - Anthropological Theory,Credit(s): 3 Credits,ANTH 1200,NaN,Anthropology (ANTH)
ANTH 3210 - Science and Pseudoscience,Credit(s): 3 Credits,NaN,NaN,Anthropology (ANTH)
ANTH 3240 - Anthropology of Sex & Gender,Credit(s): 3 Credits,NaN,NaN,Anthropology (ANTH)
ANTH 3260 - Peace and Conflict,Credit(s): 3 Credits,NaN,NaN,Anthropology (ANTH)
ANTH 3270 - Climate Change & Environmental Futures,Credit(s): 3 Credits,NaN,NaN,Anthropology (ANTH)
ANTH 3280 - Forensic Anthropology,Credit(s): 3 Credits,NaN,NaN,Anthropology (ANTH)
ANTH 3290 - Native Peoples of North America,Credit(s): 3 Credits,NaN,NaN,Anthropology (ANTH)
ANTH 3340 - World Archaeology,Credit(s): 3 Credits,NaN,NaN,Anthropology (ANTH)
ANTH 3390 - Studies in Culture: Spain,Credit(s): 3 Credits,NaN,NaN,Anthropology (ANTH)
ANTH 3910 - Internship,Credit(s): 1-6 Credits (Repeatable for credit),"CORE 1000, CORE 1500",Concurrent enrollment allowed.,Anthropology (ANTH)
ANTH 3930 - Special Topics,Credit(s): 1-3 Credits (Repeatable for credit),NaN,NaN,Anthropology (ANTH)
ANTH 3980 - Independent Study,Credit(s): 1 or 3 Credits (Repeatable for credit),NaN,NaN,Anthropology (ANTH)
ANTH 4240 - Primate Social Behavior,Credit(s): 3 Credits,NaN,NaN,Anthropology (ANTH)
ANTH 4530 - Urban Ethnography: Cities in a Global Perspective,Credit(s): 3 Credits,"SOC 1100, SOC 1110, SOC 1120, ANTH 1200",NaN,Anthropology (ANTH)
ANTH 4540 - Environmental Impact,Credit(s): 3 Credits,NaN,NaN,Anthropology (ANTH)
ANTH 4710 - Field Recovery Methods,Credit(s): 4 Credits,NaN,NaN,Anthropology (ANTH)
ANTH 4720 - Archaeological Lab Method,Credit(s): 2 Credits,NaN,NaN,Anthropology (ANTH)
ANTH 4800 - Research Activity: Supervised,Credit(s): 1-3 Credits (Repeatable for credit),"ANTH 4240, ANTH 4530, ANTH 4710, SOC 2000, SOC 4015, SOC 4025",NaN,Anthropology (ANTH)
ANTH 4870 - Capstone in Anthropology,Credit(s): 3 Credits,NaN,NaN,Anthropology (ANTH)
ANTH 4930 - Special Topics,Credit(s): 1-3 Credits (Repeatable for credit),NaN,NaN,Anthropology (ANTH)
ANTH 4980 - Advanced Independent Study,Credit(s): 1-3 Credits (Repeatable for credit),NaN,NaN,Anthropology (ANTH)
AA 5000 - Foundations of Analytics,Credit(s): 3 Credits,NaN,NaN,Applied Analytics (AA)
AA 5100 - Information Retrieval,Credit(s): 3 Credits,NaN,NaN,Applied Analytics (AA)
"AA 5200 - Visualization, Feedback and Dissemination",Credit(s): 3 Credits,NaN,NaN,Applied Analytics (AA)
AA 5221 - Applied Analytics & Methods I,Credit(s): 3 Credits,NaN,NaN,Applied Analytics (AA)
AA 5222 - Applied Analytics & Methods II: Survey Approaches,Credit(s): 3 Credits,AA 5221,NaN,Applied Analytics (AA)
AA 5223 - Applied Analytics & Methods II: Experimental Approaches,Credit(s): 3 Credits,AA 5221,NaN,Applied Analytics (AA)
AA 5250 - Project Management,Credit(s): 3 Credits,NaN,NaN,Applied Analytics (AA)
AA 5300 - Advanced Analytics,Credit(s): 3 Credits,"AA 5000, AA 5222, AA 5223",NaN,Applied Analytics (AA)
AA 5750 - Contemporary Issues in Analytics,Credit(s): 3 Credits,"AA 5000, AA 5222, AA 5223",NaN,Applied Analytics (AA)
AA 5800 - Simulation and Modeling,Credit(s): 3 Credits,"AA 5200, AA 5222",NaN,Applied Analytics (AA)
AA 5900 - Applied Analytics Project I,Credit(s): 3 Credits,"AA 5100, AA 5200, AA 5250, ORLD 5020, ORLD 5030",NaN,Applied Analytics (AA)
AA 5910 - Internship Experience in Applied Analytics,Credit(s): 1-3 Credits,NaN,NaN,Applied Analytics (AA)
AA 5930 - Special Topics,Credit(s): 3 Credits (Repeatable for credit),NaN,NaN,Applied Analytics (AA)
AA 5950 - Applied Analytics Project II,Credit(s): 3 Credits,NaN,NaN,Applied Analytics (AA)
AA 5961 - Applied Analytics Master’s  Project - I,Credit(s): 1 Credit,,NaN,Applied Analytics (AA)
AA 5962 - Applied Analytics Master’s  Project - II,Credit(s): 1 Credit,AA 5961,NaN,Applied Analytics (AA)
AA 5963 - Applied Analytics Master’s  Project - III,Credit(s): 1 Credit,AA 5962,NaN,Applied Analytics (AA)
AA 5980 - Independent Study,Credit(s): 1 or 3 Credits (Repeatable for credit),NaN,NaN,Applied Analytics (AA)
ABA 3010 - Introduction to Applied Behavior Analysis,Credit(s): 3 Credits,PSY 1010,NaN,Applied Behavior Analysis (ABA)
ABA 5001 - Supervision and Organizational Behavior Management,Credit(s): 3 Credits,ABA 5746,Concurrent enrollment allowed.,Applied Behavior Analysis (ABA)
ABA 5002 - Philosophy of Behavioral Science,Credit(s): 3 Credits,NaN,NaN,Applied Behavior Analysis (ABA)
ABA 5115 - Advanced Clinical Research Capstone,Credit(s): 3 Credits,"ABA 5820, ABA 5826, ABA 5827, ABA 5828, ABA 5746, ABA 5747, ABA 5748, ABA 5774",Concurrent enrollment allowed.,Applied Behavior Analysis (ABA)
ABA 5116 - Practicum IV,Credit(s): 1 Credit,"ABA 5820, ABA 5826, ABA 5827, ABA 5828",NaN,Applied Behavior Analysis (ABA)
ABA 5117 - Advanced Clinical Research Competency Seminar V,Credit(s): 1 Credit,"ABA 5820, ABA 5826, ABA 5827, ABA 5828, ABA 5115, ABA 5116",NaN,Applied Behavior Analysis (ABA)
ABA 5118 - Practicum V,Credit(s): 1 Credit,"ABA 5820, ABA 5826, ABA 5827, ABA 5828, ABA 5115, ABA 5116",NaN,Applied Behavior Analysis (ABA)
ABA 5746 - Principles & Concepts in Behavior Analysis,Credit(s): 3 Credits,NaN,NaN,Applied Behavior Analysis (ABA)
ABA 5747 - Behavioral Assessment,Credit(s): 3 Credits,NaN,NaN,Applied Behavior Analysis (ABA)
ABA 5748 - Behavior Change and Process,Credit(s): 3 Credits,ABA 5746,Concurrent enrollment allowed.,Applied Behavior Analysis (ABA)
ABA 5749 - Ethics in Behavior Analysis,Credit(s): 3 Credits,NaN,NaN,Applied Behavior Analysis (ABA)
ABA 5774 - Measurement & Experimental Design,Credit(s): 3 Credits,NaN,NaN,Applied Behavior Analysis (ABA)
ABA 5775 - Basic Behavior Analysis,Credit(s): 3 Credits,NaN,NaN,Applied Behavior Analysis (ABA)
ABA 5820 - ABA Introduction to Practicum Seminar,Credit(s): 0-1 Credits (Repeatable for credit),NaN,NaN,Applied Behavior Analysis (ABA)
ABA 5826 - Applied Behavior Analysis Practicum I,Credit(s): 2 Credits (Repeatable for credit),ABA 5746,Concurrent enrollment allowed.,Applied Behavior Analysis (ABA)
ABA 5827 - Applied Behavior Analysis Practicum II,Credit(s): 2 Credits (Repeatable for credit),"ABA 5826, ABA 5746",Concurrent enrollment allowed.,Applied Behavior Analysis (ABA)
ABA 5828 - Applied Behavior Analysis Practicum III,Credit(s): 2 Credits (Repeatable for credit),"ABA 5827, ABA 5746, ABA 5826",Concurrent enrollment allowed.,Applied Behavior Analysis (ABA)
ABA 5930 - Special Topics,Credit(s): 3 Credits (Repeatable for credit),NaN,NaN,Applied Behavior Analysis (ABA)
ABA 5980 - Independent Studies,Credit(s): 0-3 Credits,NaN,NaN,Applied Behavior Analysis (ABA)
ABA 5990 - Thesis Research,Credit(s): 0-6 Credits (Repeatable for credit),NaN,NaN,Applied Behavior Analysis (ABA)
APCS 0300 - Applied Clinical Skills 3,Credit(s): 1-3 Credits,NaN,NaN,Applied Clinical Skills (APCS)
AR 1010 - Communicating in Arabic I,Credit(s): 3 Credits,NaN,NaN,Arabic (AR)
AR 1020 - Communicating in Arabic II,Credit(s): 3 Credits,AR 1010,NaN,Arabic (AR)
AR 1930 - Special Topics,Credit(s): 3 Credits (Repeatable up to 6 credits),NaN,NaN,Arabic (AR)
AR 1980 - Independent Study,Credit(s): 1-3 Credits (Repeatable for credit),NaN,NaN,Arabic (AR)
AR 2930 - Special Topics,Credit(s): 1-3 Credits (Repeatable for credit),NaN,NaN,Arabic (AR)
AR 2980 - Independent Study,Credit(s): 1 or 3 Credits (Repeatable for credit),NaN,NaN,Arabic (AR)
AR 3910 - Internship,Credit(s): 1-6 Credits (Repeatable for credit),NaN,NaN,Arabic (AR)
AR 3930 - Special Topics,Credit(s): 1-3 Credits (Repeatable for credit),NaN,NaN,Arabic (AR)
AR 3980 - Independent Study,Credit(s): 1-3 Credits (Repeatable for credit),NaN,NaN,Arabic (AR)
AR 4910 - Internship,Credit(s): 1-6 Credits (Repeatable for credit),NaN,NaN,Arabic (AR)
AR 4930 - Special Topics,Credit(s): 3 Credits (Repeatable for credit),NaN,NaN,Arabic (AR)
AR 4980 - Independent Study,Credit(s): 1-3 Credits (Repeatable for credit),NaN,NaN,Arabic (AR)
ART 1930 - Special Topics,Credit(s): 1-3 Credits (Repeatable for credit),NaN,NaN,Art (ART)
ART 1980 - Independent Study,Credit(s): 1-3 Credits (Repeatable for credit),NaN,NaN,Art (ART)
ART 2000 - Drawing I,Credit(s): 3 Credits,NaN,NaN,Art (ART)
ART 2025 - Figure Drawing,Credit(s): 3 Credits,NaN,NaN,Art (ART)
ART 2080 - The Architect's Sketchbook 1,Credit(s): 1 Credit,NaN,NaN,Art (ART)
ART 2090 - The Architect's Sketchbook 2,Credit(s): 2 Credits,NaN,NaN,Art (ART)
ART 2100 - Design,Credit(s): 3 Credits,NaN,NaN,Art (ART)
ART 2120 - Introduction to Three Dimensional Design,Credit(s): 3 Credits,NaN,NaN,Art (ART)
ART 2150 - Color Theory,Credit(s): 3 Credits,NaN,NaN,Art (ART)
ART 2200 - Painting I,Credit(s): 3 Credits,NaN,NaN,Art (ART)
ART 2300 - Printmaking I,Credit(s): 3 Credits,NaN,NaN,Art (ART)
ART 2400 - Ceramics I,Credit(s): 3 Credits,NaN,NaN,Art (ART)
ART 2450 - Sculpture I,Credit(s): 3 Credits,NaN,NaN,Art (ART)
ART 2460 - Installation and Public Art,Credit(s): 3 Credits,NaN,NaN,Art (ART)
ART 2480 - Fibers and Textiles,Credit(s): 3 Credits,NaN,NaN,Art (ART)
ART 2490 - Jewelry and Metalsmithing,Credit(s): 3 Credits,NaN,NaN,Art (ART)
ART 2500 - Computer Art I,Credit(s): 3 Credits,NaN,NaN,Art (ART)
ART 2600 - Analog Photography,Credit(s): 3 Credits,NaN,NaN,Art (ART)
ART 2650 - Digital Photography,Credit(s): 3 Credits,NaN,NaN,Art (ART)
ART 2700 - Graphic Design I,Credit(s): 3 Credits,NaN,NaN,Art (ART)
ART 2790 - Book Arts: An Introduction to Making Artist’s Books,Credit(s): 3 Credits,NaN,NaN,Art (ART)
ART 2800 - Studio Freshman Seminar,Credit(s): 1 Credit,NaN,NaN,Art (ART)
ART 2850 - Studio Art Seminar,Credit(s): 3 Credits,NaN,NaN,Art (ART)
ART 2930 - Special Topics,Credit(s): 1-4 Credits (Repeatable for credit),NaN,NaN,Art (ART)
ART 2980 - Independent Study,Credit(s): 1-6 Credits (Repeatable for credit),NaN,NaN,Art (ART)
ART 3000 - Drawing II,Credit(s): 3 Credits,"ART 2000, ART 2100, ART 2120, ART 2150",NaN,Art (ART)
ART 3025 - Figure Drawing: Advanced,Credit(s): 3 Credits,NaN,NaN,Art (ART)
ART 3200 - Painting II,Credit(s): 3 Credits,ART 2200,NaN,Art (ART)
ART 3300 - Printmaking II,Credit(s): 3 Credits,ART 2200,NaN,Art (ART)
ART 3400 - Ceramics II,Credit(s): 3 Credits,NaN,NaN,Art (ART)
ART 3450 - Sculpture II,Credit(s): 3 Credits,ART 2450,NaN,Art (ART)
ART 3480 - Fibers and Textiles II,Credit(s): 3 Credits,NaN,NaN,Art (ART)
ART 3500 - Computer Art II,Credit(s): 3 Credits,ART 2500,NaN,Art (ART)
ART 3700 - Graphic Design II,Credit(s): 3 Credits,ART 2700,NaN,Art (ART)
ART 3800 - Studio Sophomore Seminar,Credit(s): 1 Credit,ART 2800,NaN,Art (ART)
ART 3910 - Studio Art Internship,Credit(s): 1-6 Credits (Repeatable for credit),NaN,NaN,Art (ART)
ART 3930 - Special Topics,Credit(s): 1-3 Credits (Repeatable for credit),NaN,NaN,Art (ART)
ART 3980 - Independent Study,Credit(s): 1-3 Credits (Repeatable for credit),NaN,NaN,Art (ART)
ART 4000 - Drawing Studio,Credit(s): 3 Credits,NaN,NaN,Art (ART)
ART 4200 - Painting Studio,Credit(s): 3 Credits,ART 3200,NaN,Art (ART)
ART 4300 - Printmaking Studio,Credit(s): 3 Credits,NaN,NaN,Art (ART)
ART 4400 - Ceramics Studio,Credit(s): 3 Credits,NaN,NaN,Art (ART)
ART 4450 - Sculpture Studio,Credit(s): 3 Credits,ART 3450,NaN,Art (ART)
ART 4480 - Fibers and Textiles Studio,Credit(s): 3 Credits,NaN,NaN,Art (ART)
ART 4500 - Computer Art Studio,Credit(s): 3 Credits,ART 3500,NaN,Art (ART)
ART 4700 - Graphic Design Studio,Credit(s): 3 Credits,ART 3700,NaN,Art (ART)
ART 4800 - Studio Senior Seminar,Credit(s): 1 Credit,ART 3800,NaN,Art (ART)
ART 4850 - Studio Art Senior Exhibit and Capstone,Credit(s): 1 Credit,"CORE 1500, CORE 1500, CORE 1500, CORE 1500, CORE 1500, CORE 1500, CORE 1500",NaN,Art (ART)
ART 4910 - Internship,Credit(s): 1-6 Credits (Repeatable for credit),NaN,NaN,Art (ART)
ART 4930 - Special Topics,Credit(s): 1-4 Credits (Repeatable for credit),NaN,NaN,Art (ART)
ART 4980 - Advanced Independent Study,Credit(s): 1-6 Credits (Repeatable for credit),NaN,NaN,Art (ART)
ARTH 1000 - Approaching the Arts,Credit(s): 3 Credits,NaN,NaN,Art History (ARTH)
ARTH 1010 - Art and its Histories,Credit(s): 3 Credits,NaN,NaN,Art History (ARTH)
ARTH 1020 - History of Architecture,Credit(s): 3 Credits,NaN,NaN,Art History (ARTH)
ARTH 1040 - Art & Film,Credit(s): 3 Credits,NaN,NaN,Art History (ARTH)
